loss,val_loss,learning rate
0.24140098690986633,0.2218705713748932,0.0003000000142492354
0.23237451910972595,0.21562504768371582,0.0003000000142492354
0.2274504154920578,0.20601023733615875,0.0003000000142492354
0.22509901225566864,0.21670421957969666,0.0003000000142492354
0.22799718379974365,0.22048057615756989,0.0003000000142492354
0.22666305303573608,0.1915762573480606,0.0003000000142492354
0.22188836336135864,0.22205853462219238,0.0003000000142492354
0.22480522096157074,0.20814348757266998,0.0003000000142492354
0.2211267054080963,0.2180110365152359,0.0003000000142492354
0.21973848342895508,0.20310752093791962,0.0003000000142492354
0.2212877720594406,0.21147307753562927,0.0003000000142492354
0.21798446774482727,0.2698330581188202,0.0003000000142492354
0.22370201349258423,0.25762924551963806,0.0003000000142492354
0.21900689601898193,0.22746416926383972,0.0003000000142492354
0.21716302633285522,0.22512568533420563,0.0003000000142492354
0.21329021453857422,0.20193195343017578,0.0003000000142492354
0.21517248451709747,0.20630380511283875,0.0003000000142492354
0.2194593846797943,0.20599937438964844,0.0003000000142492354
0.21758997440338135,0.19944173097610474,0.0003000000142492354
0.21801671385765076,0.19965827465057373,0.0003000000142492354
0.21562495827674866,0.21399520337581635,0.0003000000142492354
0.21756920218467712,0.23232905566692352,0.0003000000142492354
0.21765020489692688,0.20494872331619263,0.0003000000142492354
0.21510492265224457,0.21109871566295624,0.0003000000142492354
0.21561869978904724,0.20095402002334595,0.0003000000142492354
0.2230275273323059,0.20705243945121765,0.0003000000142492354
0.21791213750839233,0.20553524792194366,0.0003000000142492354
0.21628791093826294,0.2002711147069931,0.0003000000142492354
0.2132764309644699,0.1954662799835205,0.0003000000142492354
0.2148268073797226,0.1954781413078308,0.0003000000142492354
0.21530437469482422,0.23454910516738892,0.0003000000142492354
0.21385996043682098,0.20272065699100494,0.0003000000142492354
0.21220889687538147,0.19989244639873505,0.0003000000142492354
0.21110022068023682,0.21655471622943878,0.0003000000142492354
0.21488668024539948,0.18651987612247467,0.0003000000142492354
0.21648170053958893,0.1956692337989807,0.0003000000142492354
0.21144983172416687,0.18469098210334778,0.0003000000142492354
0.21218550205230713,0.19584280252456665,0.0003000000142492354
0.21120743453502655,0.18573763966560364,0.0003000000142492354
0.20916694402694702,0.17887696623802185,0.0003000000142492354
0.21082919836044312,0.18931074440479279,0.0003000000142492354
0.21036209166049957,0.18534252047538757,0.0003000000142492354
0.2122804820537567,0.1796209067106247,0.0003000000142492354
0.21244287490844727,0.19132265448570251,0.0003000000142492354
0.21108224987983704,0.18649698793888092,0.0003000000142492354
0.21271707117557526,0.18492692708969116,0.0003000000142492354
0.21026106178760529,0.1797008216381073,0.0003000000142492354
0.2137429267168045,0.1812569946050644,0.0003000000142492354
0.21179541945457458,0.1810545176267624,0.0003000000142492354
0.2129814773797989,0.1958017498254776,0.0003000000142492354
0.21338988840579987,0.18972720205783844,0.0003000000142492354
0.20930832624435425,0.19253063201904297,0.0003000000142492354
0.20794856548309326,0.18442566692829132,0.0003000000142492354
0.21107907593250275,0.1857547014951706,0.0003000000142492354
0.20790888369083405,0.18205955624580383,0.0003000000142492354
0.20942462980747223,0.17981943488121033,0.0003000000142492354
0.20931950211524963,0.17965415120124817,0.0003000000142492354
0.2100234478712082,0.18247462809085846,0.0003000000142492354
0.20982934534549713,0.18932442367076874,0.0003000000142492354
0.20962901413440704,0.18896403908729553,0.0003000000142492354
0.21000023186206818,0.19036337733268738,0.0003000000142492354
0.20959098637104034,0.18250077962875366,0.0003000000142492354
0.21223996579647064,0.18545177578926086,0.0003000000142492354
0.20905053615570068,0.1884801685810089,0.0003000000142492354
0.2104913741350174,0.21572761237621307,0.0003000000142492354
0.2115822732448578,0.18882080912590027,0.0003000000142492354
0.20474404096603394,0.198819100856781,0.0003000000142492354
0.20598022639751434,0.17817308008670807,0.0003000000142492354
0.2098492681980133,0.18934503197669983,0.0003000000142492354
0.20659442245960236,0.18252459168434143,0.0003000000142492354
0.20489609241485596,0.19212979078292847,0.0003000000142492354
