image,Prediction v. GT Intersection over Union,false positive,true positive,false negative,precision,recall,accuracy,f1 score,n_true,n_pred,mean_true_score,mean_matched_score,panoptic_quality
B1_120243.tif,0.8274560353558604,19,188,14,0.9082125603864735,0.9306930693069307,0.8506787330316742,0.9193154034229829,202,207,0.823517903242961,0.8848437045482879,0.813450447213096
B7_40224.tif,0.7936507936507936,25,166,17,0.8691099476439791,0.907103825136612,0.7980769230769231,0.8877005347593583,183,191,0.7537488259904371,0.8309399708207831,0.7376258564505348
B1_80272.tif,0.872613338824983,9,217,7,0.9601769911504425,0.96875,0.9313304721030042,0.9644444444444444,224,226,0.8759091241019112,0.9041642571374569,0.8720161946614583
B1_20188.tif,0.8864907375043691,8,159,12,0.9520958083832335,0.9298245614035088,0.888268156424581,0.9408284023668639,171,167,0.8394173962330957,0.9027696525525747,0.8493513299163277
B1_150262.tif,0.8711076354329589,15,198,8,0.9295774647887324,0.9611650485436893,0.8959276018099548,0.9451073985680191,206,213,0.8774857752531477,0.9129397459704467,0.8628261083634771
